,ISO,Country,BOS_KICKOFF_REVIEW_TRACKERID,AGENCY_NAME,participating,RISK_DESCRIPTION,LIKEHOOD,IMPACT,RISK_TREATMENT,MITIGATION_MEASURES,OVERALL_RISK
446,AFG,Afghanistan,229,WHO,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
447,AFG,Afghanistan,229,World Bank,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
448,AFG,Afghanistan,229,FAO,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
449,AFG,Afghanistan,229,IFAD,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
450,AFG,Afghanistan,229,ILO,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
451,AFG,Afghanistan,229,IMF,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
452,AFG,Afghanistan,229,IOM,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
453,AFG,Afghanistan,229,ITC,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
454,AFG,Afghanistan,229,UN,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
455,AFG,Afghanistan,229,UN WOMEN,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
456,AFG,Afghanistan,229,UNAIDS,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
457,AFG,Afghanistan,229,UNDP,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
458,AFG,Afghanistan,229,UNESCO,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
459,AFG,Afghanistan,229,UNFPA,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
460,AFG,Afghanistan,229,UNHCR,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
461,AFG,Afghanistan,229,UNICEF,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
462,AFG,Afghanistan,229,UNIDO,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
463,AFG,Afghanistan,229,UNOPS,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
464,AFG,Afghanistan,229,UNS - OCHA,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
465,AFG,Afghanistan,229,UNS - OHCHR,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
466,AFG,Afghanistan,229,UNS – RCOs,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
467,AFG,Afghanistan,229,UNS - UN Habitat,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
468,AFG,Afghanistan,229,UNS – UNAMA,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
469,AFG,Afghanistan,229,UNS - UNCTAD,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
470,AFG,Afghanistan,229,UNS - UNEP,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
471,AFG,Afghanistan,229,UNS - UNODC,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
472,AFG,Afghanistan,229,UNV,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
473,AFG,Afghanistan,229,WFP,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
474,AFG,Afghanistan,229,WHO,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
475,AFG,Afghanistan,229,World Bank,True,Water pollution,Possible,Slight Concern,Control,"•	Portable or constructed hygienic toilets must be provided on site for construction workers. Wastewater from toilets as well as kitchens, showers, sinks, etc. shall be discharged into a conservancy t",Medium
476,AFG,Afghanistan,229,FAO,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
477,AFG,Afghanistan,229,IFAD,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
478,AFG,Afghanistan,229,ILO,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
479,AFG,Afghanistan,229,IMF,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
480,AFG,Afghanistan,229,IOM,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
481,AFG,Afghanistan,229,ITC,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
482,AFG,Afghanistan,229,UN,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
483,AFG,Afghanistan,229,UN WOMEN,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
484,AFG,Afghanistan,229,UNAIDS,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
485,AFG,Afghanistan,229,UNDP,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
486,AFG,Afghanistan,229,UNESCO,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
487,AFG,Afghanistan,229,UNFPA,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
488,AFG,Afghanistan,229,UNHCR,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
489,AFG,Afghanistan,229,UNICEF,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
490,AFG,Afghanistan,229,UNIDO,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
491,AFG,Afghanistan,229,UNOPS,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
492,AFG,Afghanistan,229,UNS - OCHA,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
493,AFG,Afghanistan,229,UNS - OHCHR,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
494,AFG,Afghanistan,229,UNS – RCOs,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
495,AFG,Afghanistan,229,UNS - UN Habitat,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
496,AFG,Afghanistan,229,UNS – UNAMA,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
497,AFG,Afghanistan,229,UNS - UNCTAD,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
498,AFG,Afghanistan,229,UNS - UNEP,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
499,AFG,Afghanistan,229,UNS - UNODC,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
500,AFG,Afghanistan,229,UNV,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
501,AFG,Afghanistan,229,WFP,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
502,AFG,Afghanistan,229,WHO,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
503,AFG,Afghanistan,229,World Bank,True,Chemical or hazardous wastes,Possible,Significant Concern,Control,•	Chemical waste of any kind shall be disposed of at an approved appropriate landfill site and in accordance with local legislative requirements. The Contractor shall obtain needed disposal certificat,High
