iso;Country;KICKOFF_TRACKERID;type;description;comment;likelihood;impact;risktreatment;mitigationMeasure
BGD;Bangladesh;309;assumption;PWG-Explore local market frequently;;;;;
BLR;Belarus;310;assumption;Agencies have capacity to invest in expanding common services;;;;;
BLZ;Belize;311;assumption;Agencies commitment at HQ level to Mutual Recognition fully adhered to at the country level;;;;;
BLZ;Belize;311;assumption;Agencies see the quality improvements and cost-saving benefits of moving to common services practice;;;;;
BLZ;Belize;311;assumption;Both the opportunity and willingness for adopting common premises exists;;;;;
BLZ;Belize;311;assumption;Local SLAs/performance standards agreed for common services;;;;;
BLZ;Belize;311;assumption;Local suppliers agree to LTAs with UN agencies respecting the P&Is of the UN system in Belize;;;;;
BLZ;Belize;311;assumption;SOP MOU Agreement;The agencies not agreeing to commit to MOU and SOP in the common premise.;;;;
BLZ;Belize;311;assumption;SOPs and MOUs agreed for common facilities, payment of common costs and use of common premises;;;;;
BLZ;Belize;311;assumption;The Suppliers / Vendors are willing to offer discounts for large volumes of business;;;;;
BEN;Benin;312;assumption;Il faut l'implication de tous les ICT et les Charges de communications des agences;RAs;;;;
BEN;Benin;312;assumption;L'accord avec MTN reste valide;;;;;
BEN;Benin;312;assumption;Le Benin dispose actuellement de deux fibres optiques;;;;;
BEN;Benin;312;assumption;Le staff est en bonne santé avec moins de stress lié au stress et à la sédentarité;;;;;
BEN;Benin;312;assumption;Les ressources nécessaires à la mise en place des LTA sont disponibles;;;;;
BEN;Benin;312;assumption;Toutes les agences résidentes participent au processus de mise en place et d'utilisation des LTA;;;;;
BTN;Bhutan;313;assumption;Full support from agencies;;;;;
BTN;Bhutan;313;assumption;Most of services mentioned here, we already have implemented/are using common LTA;;;;;
BTN;Bhutan;313;assumption;number of future procurement remains as constant as today;;;;;
BTN;Bhutan;313;assumption;UN Agencies at the HQ are receptive to the recommended policy changes;;;;;
BOL;Bolivia;314;assumption;La normativa boliviana permite la devolución del IVA.;;;;;
BOL;Bolivia;314;assumption;La normativa de agencias permite contrataciones vía roster y el reconocimiento mutuo;;;;;
BOL;Bolivia;314;assumption;Las agencias obtiene mayores beneficios y ahorro en costos por el trabajo conjunto.;;;;;
BIH;Bosnia and Herzegovina;315;assumption;Cost avoidance through economy of scale & through savings of staff time spent on same services in in;;;;;
BIH;Bosnia and Herzegovina;315;assumption;Duplication of work avoided, quality of common services enhanced;;;;;
BIH;Bosnia and Herzegovina;315;assumption;Participating agencies proactive in implementation of the common services;;;;;
BIH;Bosnia and Herzegovina;315;assumption;Staff motivated by respective HoAs and OMT to complete the common services' surveys as main source o;;;;;
BIH;Bosnia and Herzegovina;315;assumption;UNCT will ensure availability of funding for OMT/BOS;;;;;
BWA;Botswana;316;assumption;Agencies will share IPs;The cost savings are based on assumption that agencies will be sharing the same IPs;;;;
BWA;Botswana;316;assumption;Expansion/Growth of the UN in Botswana;For agencies in the UN building, there is assumption that the expansion will be slow and that the UN staff numbers do not increase as there is no additional office space.;;;;
BWA;Botswana;316;assumption;Limited comparators;Comparators not sharing information;;;;
BWA;Botswana;316;assumption;Use of locally developed LTAs;That agencies will use locally developed LTAs in order to continue getting discounts;;;;
BFA;Burkina Faso;317;assumption;Delay in the renewal of the LTA;A delay in the execution of the plan, could cause a delay in the renewal of the LTA;;;;
BFA;Burkina Faso;317;assumption;Insufficient fund for particular activities;During the implementation of an activity, the fund budgeted can be less than what projected;;;;
BFA;Burkina Faso;317;assumption;unavailability of the roster;Delays in collecting quality CVs and feeding the database timely;;;;
BDI;Burundi;318;assumption;Decrease of 10% in labor costs thanks to an efficiency gain due to the use of LTAs;;;;;
BDI;Burundi;318;assumption;Quality of Services;;;;;
CPV;Cabo Verde;319;assumption;Agency guidelines and policies allow for the use of joint procurement tools based on the mutual reco;;;;;
CPV;Cabo Verde;319;assumption;HACT in Cabo Verde will be informed by micro assessments undertaken as scheduled;;;;;
CPV;Cabo Verde;319;assumption;That all agency staff have access to web based technologies.;;;;;
CPV;Cabo Verde;319;assumption;That all UN agencies are committed to adoption of this common service to support consultant selectio;;;;;
CPV;Cabo Verde;319;assumption;The database kept up to date with accurate information;;;;;
CPV;Cabo Verde;319;assumption;UN Agencies provide information on required specifications for the development of LTAs and actively;;;;;
KHM;Cambodia;320;assumption;At least two meetings are organised and a common UN HACT assurance plan developed;;;;;
KHM;Cambodia;320;assumption;Each agency to develop internal consent form to have cleaner's accountability on holding office card;;;;;
KHM;Cambodia;320;assumption;The UN lead agency devise appropriate strategy to attract vendors in the field of fuel services.;;;;;
KHM;Cambodia;320;assumption;There are regular exchanges between the managing agency with both Un entities and the service provid;;;;;
KHM;Cambodia;320;assumption;There are regular meetings with the vendors for conference services, at least twice a year, to discu;;;;;
KHM;Cambodia;320;assumption;UN entities communicate regularly with the Travel Services vendor to understand the changing situati;;;;;
KHM;Cambodia;320;assumption;UNDSS provides an  annual assessment of the different service providers.;;;;;
CMR;Cameroon;321;assumption;Funds availability;Proposed budget done by OMT is validated at UNCT;;;;
CMR;Cameroon;321;assumption;Head of agencies full support and commitment;Commitment at UNCT to ensure full implementation of the BOS.;;;;
CMR;Cameroon;321;assumption;OMT members full commitment;Monthly OMT meeting as regards BOS realization including yearly retreat.  Availability of members to partake in WG.;;;;
CAF;Central African Republic;322;assumption;Consensus au niveau des agences des Nations Unies sur les normes de propreté;;;;;
CAF;Central African Republic;322;assumption;D'ici 2021, les 3 agences du SNU qui ont adopté le HACT réalisent en commun les 4 grandes composante;;;;;
CAF;Central African Republic;322;assumption;Le système des Nations unies a déjà recrutes la plupart des consultants nationaux;;;;;
CAF;Central African Republic;322;assumption;Les résultats de la macro sont partagés et exploités par les autres agences;;;;;
CAF;Central African Republic;322;assumption;Toutes les agences du SNU utilisent le roster mis en place;;;;;
TCD;Chad;323;assumption;Avoir membres de comité engagé et avoir des comparateurs intéressants et coopératifs;;;;;
TCD;Chad;323;assumption;Disponibilité et engagement des membres pour conduire l'exercice de mise en oeuvre des activités BOS;;;;;
TCD;Chad;323;assumption;Particpation active de toutes les agences à la mise en oeuvre des activités BOS 2.0;;;;;
TCD;Chad;323;assumption;Toutes les agences UN participantes au services commun utilisera ces services;;;;;
TCD;Chad;323;assumption;Toutes les agences utilisatrices de la grille commune doivent maintenir l'activité;;;;;
CHL;Chile;324;assumption;Se asume buena cobertura y funcionamiento de los contratos de servicios a todas las agencias;;;;;
CHL;Chile;324;assumption;Se asume que la mayoría de los servicios mejorarán su calidad al tratarse de un cliente de mayor vol;;;;;
COL;Colombia;325;assumption;AFPs can actively participate in the configuration of the internet service.;;;;;
COL;Colombia;325;assumption;All AFPs participate in the BOS.;;;;;
COL;Colombia;325;assumption;At least one APF withdraws from the initiative.;;;;;
COL;Colombia;325;assumption;LTA´s allow negotiating price reductions for goods and services procurement.;;;;;
COL;Colombia;325;assumption;No penalties will be paid for any ticket issued in economy class through the self management tool.;;;;;
COL;Colombia;325;assumption;Only one LTA per initiative should be required;;;;;
COL;Colombia;325;assumption;The AFPs achieve contracting the required services through common LTA´s and obtain costs avoidance.;;;;;
COL;Colombia;325;assumption;Tickets fares will increase in 2022 as a result of the current world situation.;;;;;
COG;Congo;326;assumption;All UN Organizations will actively participate in the implementation of this common service.;;;;;
COG;Congo;326;assumption;"-Coordination office is not engaged fully in the process of the BOS formulation and 
implementation.";;;;;
COG;Congo;326;assumption;-Members do not attend the meetings.;;;;;
COG;Congo;326;assumption;-Staff are contaminated and cannot work. This will hamper meetings to be held.;;;;;
CRI;Costa Rica;327;assumption;Cambio en la estrategia del SNU en cuanto a la gestión de Common Premises;;;;;
CRI;Costa Rica;327;assumption;se controila el riesgo;;;;;
CRI;Costa Rica;327;assumption;Toma de decisiones rápida del UNCT;;;;;
CRI;Costa Rica;327;assumption;Voluntad política de las agencias;;;;;
CIV;Cote d'Ivoire;328;assumption;Formations dédiées à l'ensemble du personnel chargé des opérations;;;;;
CUB;Cuba;329;assumption;Agencies actively participate in the completion of surveys.;;;;;
CUB;Cuba;329;assumption;Agencies share their procurement and hiring processes.;;;;;
CUB;Cuba;329;assumption;"All agencies have individual BCPs updated for inclusion of elements on joint
BCP.";;;;;
CUB;Cuba;329;assumption;COVID-19 situation in the country continues to be manageable by local authorities.;;;;;
CUB;Cuba;329;assumption;LTAs developed are being used by UN entities.;;;;;
CUB;Cuba;329;assumption;OMT members have passed the BOS certification.;;;;;
CUB;Cuba;329;assumption;Operations staff know their agency's programmatic challenges, trends and dynamics;;;;;
CUB;Cuba;329;assumption;"Outcomes and recommendations from reviews/assessments/presentations are
implemented.";;;;;
CUB;Cuba;329;assumption;Providers with satisfactory performance still willing to work with UN Cuba.;;;;;
CUB;Cuba;329;assumption;Regular report to UNCT by OMT Chair on updates, advances and issues.;;;;;
CUB;Cuba;329;assumption;"Staff involved in management of UN House is abreast of developments and roll out of
common premises.";;;;;
CUB;Cuba;329;assumption;Technology is used for quality monitoring, data and business continuity.;;;;;
CUB;Cuba;329;assumption;The OMT keeps their regular meetings and scheduled actions.;;;;;
CUB;Cuba;329;assumption;The UNCT fully supports OMT and workplan implementation.;;;;;
CUB;Cuba;329;assumption;UN entities have a strong internal control framework in place.;;;;;
COD;Democratic Republic of the Congo;330;assumption;Active participation of Agencies in OMT and its working groups meetings;;;;;
COD;Democratic Republic of the Congo;330;assumption;Mutual recognition statement is fully implemented in DRC;;;;;
COD;Democratic Republic of the Congo;330;assumption;There will be full support from HQ of all Agencies to participate in the joint activities;;;;;
COD;Democratic Republic of the Congo;330;assumption;UN Agencies have released the required human resource and financial resources for implementation;;;;;
DJI;Djibouti;331;assumption;Adapter la mise en œuvre du BOS 2.0 au contexte de travail pendant la crise pandemique du covid19;;;;;
DJI;Djibouti;331;assumption;Les chefs d'agence doivent encourager la participation active des staff dans le processus du BOS 2.0;;;;;
DJI;Djibouti;331;assumption;Les Co-chair doivent avoir un plan de travail régulier pour animer les travaux de groupe et rendre c;;;;;
DJI;Djibouti;331;assumption;Une formation continue doit etre suivie avec l'appui du DCO a travers les webinars;;;;;
DOM;Dominican Republic;332;assumption;Agencies needs in terms of  services are not  well-defined and are very dissimilar.;;;;;
DOM;Dominican Republic;332;assumption;Country is collapsed after the occurrence of a  natural  or manmade disaster.;;;;;
DOM;Dominican Republic;332;assumption;Selected vendor goes bankrupt;;;;;
DOM;Dominican Republic;332;assumption;Vendor does not take into consideration allergy list for catering LTA;;;;;
ECU;Ecuador;333;assumption;Active participation of vendors to ensure competitive prices and fair and transparent processes.;;;;;
ECU;Ecuador;333;assumption;Financial availability of resources must be ensured to cover BOS activities;;;;;
ECU;Ecuador;333;assumption;Positive willing and commitment on behalf of the UN agencies.;;;;;
ECU;Ecuador;333;assumption;The effective application of the  principles of inclusion for disabilities, gender perspective and e;;;;;
ECU;Ecuador;333;assumption;UN participating agencies will contribute with criteria within the established deadlines.;;;;;
ECU;Ecuador;333;assumption;UN participating agencies will use common LTAs in order to receive improved services.;;;;;
SLV;El Salvador;334;assumption;Active participation of all agencies, in working groups and budgets.;;;;;
GNQ;Equatorial Guinea;335;assumption;All Participating UN Agencies remains in the UN House;;;;;
GNQ;Equatorial Guinea;335;assumption;All UN Agencies are willing to be in a common premises in the continental part.;;;;;
GNQ;Equatorial Guinea;335;assumption;All UN Agencies provide telephone sim cards and purchase telephone credit for their staff.;;;;;
GNQ;Equatorial Guinea;335;assumption;Every participating UN Agencies appoint a focal point to monitor BOS implementation in the area wher;;;;;
GNQ;Equatorial Guinea;335;assumption;The joint implementation of HACT assurance activities is enforced by Representatives and applied to;;;;;
ERI;Eritrea;336;assumption;All UN Agencies should adhere to this initiative and actively participate in its implementation.;;;;;
ERI;Eritrea;336;assumption;The established LTA will be used by all UN Agencies;;;;;
ERI;Eritrea;336;assumption;The UN Agencies are able to conclude an LTA with possible access to the Dubai market;;;;;
ERI;Eritrea;336;assumption;The UN Agencies are able to establish a common LTA in early 2018 to produce the expected benefits;;;;;
ERI;Eritrea;336;assumption;The UN Agencies will be able to establish an LTA with local service provider.;;;;;
ERI;Eritrea;336;assumption;UN Agencies fully participate in the development of the roster and fully use it.;;;;;
SWZ;Eswatini;337;assumption;All agencies will actively participate in the joint integrated web roster and Staff counselling serv;;;;;
SWZ;Eswatini;337;assumption;All UN Agencies are able to develop better relationship and maintain cordiality with vendors;;;;;
SWZ;Eswatini;337;assumption;All UN Agencies will actively participate in common services of the BOS;;;;;
SWZ;Eswatini;337;assumption;It is assumed that all UN agencies will use  the Integrated web roster;;;;;
SWZ;Eswatini;337;assumption;Women-owned companies will be willing to participate in bidding processes for identified products;;;;;
ETH;Ethiopia;338;assumption;All hotels established common LTAs will ensure recommended COVID prevention measures are in place.;;;;;
ETH;Ethiopia;338;assumption;All participating UN Organizations will benefit being co-located in regional common premises.;;;;;
ETH;Ethiopia;338;assumption;All UN Organizations and I/NGOs will ensure to pay DSAs  for Government appointed officials/ civil s;;;;;
ETH;Ethiopia;338;assumption;All UN Organizations are able to develop a better relationship with vendors.;;;;;
ETH;Ethiopia;338;assumption;All UN Organizations will actively participate in the arrangement of Joint Recruitment Panels.;;;;;
ETH;Ethiopia;338;assumption;All UN Organizations will actively participate in the completion of the survey questionnaires.;;;;;
ETH;Ethiopia;338;assumption;All UN Organizations will actively participate in the implementation of joint job posting.;;;;;
ETH;Ethiopia;338;assumption;All UN Organizations will actively participate in the implementation of joint training.;;;;;
ETH;Ethiopia;338;assumption;All UN Organizations will actively utilize the common knowledge platform.;;;;;
ETH;Ethiopia;338;assumption;All UN Organizations will agree to provide proposed training for UN programmes and operation staff.;;;;;
ETH;Ethiopia;338;assumption;All UN Organizations will improve quality of service in the implementation of ICs Harmonized rates;;;;;
ETH;Ethiopia;338;assumption;"All UN Organizations will nominate focal points to implement the UN ""Green"" Initiative.";;;;;
ETH;Ethiopia;338;assumption;All UN Organizations with field presence will actively participate to request Dubai as second R&R DS;;;;;
ETH;Ethiopia;338;assumption;Car pooling system is able to facilitate all UN Organizations' demand.;;;;;
FJI;Fiji;339;assumption;Active involvement from all participating UN Agencies to identify potential suppliers of services;;;;;
FJI;Fiji;339;assumption;Full support from Heads of Agencies and recognition of work and efforts of OMT members and OMT worki;;;;;
FJI;Fiji;339;assumption;Procurement staff of UN Agencies has sufficient technical capacity to implement gender responsive pr;;;;;
FJI;Fiji;339;assumption;UN Agencies provide information on required specifications for the development of LTAs and actively;;;;;
GAB;Gabon;340;assumption;All UN Organizations are able to develop a better relationship with vendors.;;;;;
GAB;Gabon;340;assumption;All UN Organizations will actively participate in the implementation of  common services.;encourage participation;;;;
GAB;Gabon;340;assumption;Funds availability for common service activities;;;;;
GAB;Gabon;340;assumption;Head of agencies fully support for implement the common service activities;;;;;
GMB;Gambia;341;assumption;Hope of reaching a common ground;;;;;
GMB;Gambia;341;assumption;Management support from Heads of Agencies;;;;;
GEO;Georgia;342;assumption;All agencies regularly share information on the LTAs managed by them.;;;;;
GEO;Georgia;342;assumption;Full support from UN agencies.;;;;;
GEO;Georgia;342;assumption;Most of the services are already in place and agencies are using them.;;;;;
GEO;Georgia;342;assumption;UN agencies remain receptive of the recommended policy  changes;;;;;
GHA;Ghana;343;assumption;All participating agencies pay their contribution on time;;;;;
GHA;Ghana;343;assumption;Future procurement does not change significantly;;;;;
GHA;Ghana;343;assumption;Majority of Agencies agree to be part of the common services;;;;;
GTM;Guatemala;344;assumption;All Agencies participate and provide inputs;;;;;
GTM;Guatemala;344;assumption;Country Directors ensure their staff allocate enough time for the development and operation of commo;;;;;
GTM;Guatemala;344;assumption;OMT members actively participate in BOS related activities.;;;;;
GIN;Guinea;345;assumption;Des fournisseurs ayant de bonnes capacités acceptent de collaborer avec le SNU;Ceci est un facteur important car les procédures de paiements sont lents.;;;;
GIN;Guinea;345;assumption;Les épidémies et urgences sanitaires sont localisées et maitrisées.;L'arrivé de situations d'urgences notamment sanitaires peuvent perturber le déroulement prévu des activités du BOS 2.0;;;;
GIN;Guinea;345;assumption;Les membres des groupes restent motivés et engagés;This is an important condition for the implementation of the BOS 2.0;;;;
GIN;Guinea;345;assumption;UNCT s'engage résolument pour déménager vers des locaux communs;;;;;
GUY;Guyana;346;assumption;All agencies that are currently participating in the UN House continue to participate in the cost sh;;;;;
GUY;Guyana;346;assumption;Availability of funds for the retro fitting of UN Offices for accessibility of persons with disabili;;;;;
GUY;Guyana;346;assumption;Cleaning and Garbage disposal cost may increase due to C-19;;;;;
GUY;Guyana;346;assumption;Organizations or person will be interested in purchasing or collecting the items;;;;;
GUY;Guyana;346;assumption;Service provider adhere to C-19 protocols;;;;;
HTI;Haiti;347;assumption;Agencies will observe their roles and responsibilities;;;;;
HTI;Haiti;347;assumption;All UN agencies have the resources to provide the necessary inputs to the human resources survey;;;;;
HTI;Haiti;347;assumption;Assume that all agencies agree to the terms of  use LTAs;;;;;
HTI;Haiti;347;assumption;Available technologies will support congruent help desk first line support service provision to all;;;;;
HTI;Haiti;347;assumption;HACT in Haiti will be informed by micro assessments undertaken as scheduled;;;;;
HTI;Haiti;347;assumption;Hardware is present and established to support the operational and security telecommunication servic;;;;;
HTI;Haiti;347;assumption;Headquarter procurement policies allow for and encourage country based joint procurement services;;;;;
HTI;Haiti;347;assumption;N implementing partners will willingly assist with the identification of capacity development gaps;;;;;
HTI;Haiti;347;assumption;That all agency staff have access to web based technologies.;;;;;
HTI;Haiti;347;assumption;That all UN agencies are committed to adoption of this common service to support consultant selectio;;;;;
HTI;Haiti;347;assumption;That Long-term agreements are regularly monitored and reviewed;;;;;
HND;Honduras;348;assumption;Conditions in the country remains stable.;;;;;
HND;Honduras;348;assumption;Financial and human resources are available.;;;;;
HND;Honduras;348;assumption;Future cost projections made by AFPs are accurate.;;;;;
HND;Honduras;348;assumption;Participating agencies remain part of the contract.;;;;;
IRQ;Iraq;349;assumption;Access and willingness to engage with vulnerable groups;;;;;
IRQ;Iraq;349;assumption;Access is reduced due to the lack of safety caused by conflict;;;;;
IRQ;Iraq;349;assumption;Access to programmes entirely restricted;;;;;
IRQ;Iraq;349;assumption;Continued access to implement programmes;;;;;
IRQ;Iraq;349;assumption;GoI corruption levels render cooperation unfeasible;;;;;
IRQ;Iraq;349;assumption;Line Ministries must be Operational;;;;;
IRQ;Iraq;349;assumption;Political will for electoral reform;;;;;
IRQ;Iraq;349;assumption;Political will to address reintegration issues;;;;;
IRQ;Iraq;349;assumption;Public services reduced to the point that implementation is severely impacted.;;;;;
IRQ;Iraq;349;assumption;Suspension of UN programmes severely impacts programming due to tensions.;;;;;
JAM;Jamaica;350;assumption;"1.	Agencies will observe their roles and responsibilities";;;;;
JAM;Jamaica;350;assumption;10. Standardised background checks and evaluations;;;;;
JAM;Jamaica;350;assumption;11. Use of central repository for vetted consultants and contractors (UNDOCO);;;;;
JAM;Jamaica;350;assumption;12. All agencies co-located;;;;;
JAM;Jamaica;350;assumption;13. Use of UNDSS MOSS;;;;;
JAM;Jamaica;350;assumption;"2.	Courier services can meet agencies demand.";;;;;
JAM;Jamaica;350;assumption;"3.	That there is full participation of all agencies in the procurement working group.";;;;;
JAM;Jamaica;350;assumption;"4.	LTAs are routinely monitored and reviewed";;;;;
JAM;Jamaica;350;assumption;"5.	All agencies use LTAs";;;;;
JAM;Jamaica;350;assumption;"6.	The suppliers / Vendors are willing to offer discounts for large volumes of business";;;;;
JAM;Jamaica;350;assumption;"7.	Agencies will be willing to switch service provider to benefit from reduced cost.";;;;;
JAM;Jamaica;350;assumption;"8.	Wireless internet is used responsibly, internet protocols implemented";;;;;
JAM;Jamaica;350;assumption;"9.	All UN agencies except PAHO at UN common premises in 2023";;;;;
JOR;Jordan;351;assumption;Full commitment of all UN agencies to comply with the requirements of the BOS cycle .;;;;;
JOR;Jordan;351;assumption;full support of the UNCT, OMT and WG commitments;;;;;
KWT;Kuwait;352;assumption;Bank charges would be unified for One UN;;;;;
KWT;Kuwait;352;assumption;Budget  Forecast for the Upgrade;;;;;
KWT;Kuwait;352;assumption;Full support from agencies, including manpower, vendors lists and available LTAs;;;;;
KWT;Kuwait;352;assumption;Integration of ICT Polices inline at HQ level;;;;;
KGZ;Kyrgyzstan;353;assumption;Central database for LTAs and vendors is in place and accessible by all agencies.;;;;;
KGZ;Kyrgyzstan;353;assumption;Members of OMT released (and have time) to participate in activities related to BOS implementation a;;;;;
KGZ;Kyrgyzstan;353;assumption;No UN activities (e.g. UN Day) postponed or delayed due to COVID-19 but new modalities explored.;;;;;
KGZ;Kyrgyzstan;353;assumption;OMT activities will be funded through cost-sharing arrangements among UN agencies and the RC Office.;;;;;
LBN;Lebanon;354;assumption;Due to COVID, the health campaigns are now done online. ESCWA HR and JMS are working together on pro;;;;;
LBN;Lebanon;354;assumption;Establishment of the ONE UN House with RCO, OCHA, UNIC, UNH, OHCHR, DSS, UNRWA, UNSCOL, UNTSO.;;;;;
LBN;Lebanon;354;assumption;Given the current condition in Lebanon the monetary effect on pricing;;;;;
LBN;Lebanon;354;assumption;Given the security situation in Lebanon the CCTV needs continuous maintenance.;;;;;
LBN;Lebanon;354;assumption;Port congestion given the limited berthing available;;;;;
LBN;Lebanon;354;assumption;The Service provider has capacity to continue providing the services in an efficient manner while ma;;;;;
LBN;Lebanon;354;assumption;The timeline is based on the assumption that the agencies should be able to finalize the review of t;;;;;
LBN;Lebanon;354;assumption;To enhance the following up procedures with custom clearance offices;;;;;
LBN;Lebanon;354;assumption;Unexpected and continued strikes at the port;;;;;
LSO;Lesotho;355;assumption;Agencies have capacities to manage freight contracts.;;;;;
LSO;Lesotho;355;assumption;Availability of Companies  in the country that can collect and recycle waste collected from the UN H;;;;;
LSO;Lesotho;355;assumption;Participating Agencies will accept and use services of all approved Freight forwarding companies.;;;;;
LSO;Lesotho;355;assumption;Service provdiders certfied to deal with the specific system can be found locally;;;;;
LSO;Lesotho;355;assumption;Service providers' performance is satisfactory for the duration of the LTA;;;;;
LSO;Lesotho;355;assumption;The suppliers or vendors are willing to offer the discount where applicable;;;;;
LSO;Lesotho;355;assumption;UN Agencies are committed to use the joint LTAs;;;;;
MDG;Madagascar;356;assumption;"Agencies take seriously the UN reforms and are ready to fully participate in the
BOS";;;;;
MDG;Madagascar;356;assumption;Effective use of LTAs by agencies;;;;;
MDG;Madagascar;356;assumption;Effective use of the orientation guide for new staff;;;;;
MDG;Madagascar;356;assumption;Effective use of the roster to target potential talents will reduce recruiting time;;;;;
MDG;Madagascar;356;assumption;"Need for common platform for sharing and accessing of LTAs issued by different
agencies";;;;;
MDG;Madagascar;356;assumption;Need for the data center will still remain;;;;;
MDG;Madagascar;356;assumption;"Responsible agency will ensure that the roster is updated accordingly and outdated
information remov";;;;;
MYS;Malaysia;357;assumption;Agencies in common premises benefit from cost savings, enhanced security, higher quality in common s;;;;;
MYS;Malaysia;357;assumption;All agencies comply and adhere to using LTAs on agreed common services;;;;;
MYS;Malaysia;357;assumption;As per different business models and needs. Agencies in Malaysia have premises in different location;;;;;
MYS;Malaysia;357;assumption;The relevant staff of each agency is allocated to the development of terms of reference, contract mo;;;;;
MDV;Maldives;358;assumption;Continuation of COVID-19 pandemic throughout 2021;;;;;
MDV;Maldives;358;assumption;Finance Assump- timely coordination and corporation by government;;;;;
MDV;Maldives;358;assumption;Resources in terms of staff time and finances are available for the implementation of BOS;;;;;
MDV;Maldives;358;assumption;UNCT  and staff are  committed to implementing BOS;;;;;
MLI;Mali;359;assumption;Appui suffisant de l'équipe de pays des Nations Unies pour la mise en œuvre des services communs;L'OMT et les groupes de travail de l'OMT recevront un soutien suffisant de l'équipe de pays des Nations Unies pour mettre en œuvre les activités de service commun;;;;
MLI;Mali;359;assumption;Participation des groupes de travail OMT et OMT aux activités de service commun;L'OMT et les groupes de travail OMT participent régulièrement aux activités de service commun;;;;
MLI;Mali;359;assumption;Situation politique et sécuritaire volatiles;;;;;
MRT;Mauritania;360;assumption;Clauses de non respect des engagements fournisseurs en place;;;;;
MRT;Mauritania;360;assumption;Les groupes de travail sont mobilisés.;;;;;
MRT;Mauritania;360;assumption;Les plans d'action sont suivis;;;;;
MUS;Mauritius;361;assumption;All UN Organizations are able to develop a better relationship with vendors.;;;;;
MUS;Mauritius;361;assumption;All UN Organizations will actively participate in the implementation of common services.;;;;;
MUS;Mauritius;361;assumption;It is assumed the Trainers for PSEA will be available and that UNCT will avail staff members to atte;;;;;
MUS;Mauritius;361;assumption;"UN agencies will have enough capacity and willingness to do recruitment together.
It is assumed that";;;;;
MEX;Mexico;362;assumption;All agencies will provide the information on a timely manner;;;;;
MEX;Mexico;362;assumption;All Representatives will decide to go ahead with this requierement;;;;;
MEX;Mexico;362;assumption;Availability of professional and qualified administrative services providers;;;;;
MEX;Mexico;362;assumption;The IRS will support the UN to establish a common treatment for all UN Agencies for TAX reimbursemen;;;;;
MNG;Mongolia;363;assumption;Covid issue might prevent the implementation;;;;;
MNE;Montenegro;364;assumption;Fair division of tasks between the agencies, in accordance with their capacities;;;;;
MNE;Montenegro;364;assumption;Procurement staff in cooperation with OMT carefully choose the criteria for evaluation the companies;;;;;
MNE;Montenegro;364;assumption;Procurement staff is proactive, researching and investigating market before the tender issuance;;;;;
MNE;Montenegro;364;assumption;Staff motivated by HoA and OMT to complete the common service survey as a main source of information;;;;;
MOZ;Mozambique;365;assumption;Agencies are willing to harmonize systems and contracts;;;;;
MOZ;Mozambique;365;assumption;Agency guidelines and policies allow for the use of joint procurement tools based on the mutual reco;;;;;
MOZ;Mozambique;365;assumption;All agencies comply and adhere to using LTAs on agreed common services;;;;;
MOZ;Mozambique;365;assumption;HACT in Mozambique will be informed by micro assessments undertaken as scheduled;;;;;
MOZ;Mozambique;365;assumption;Identified and nominated banks will be in a position to provide consistent banking services required;;;;;
MOZ;Mozambique;365;assumption;Implementing a common roster will cut down the lead time for recruiting resources;;;;;
MOZ;Mozambique;365;assumption;Increased number of UN Agencies joining the same bank expands the capacity for negotiation of rates;;;;;
MOZ;Mozambique;365;assumption;The local market will be able to provide qualified human resources required by the Agencies;;;;;
MOZ;Mozambique;365;assumption;The USD currency fluctuation impact on cost efficiencies might not be as severe and can be controlle;;;;;
MOZ;Mozambique;365;assumption;The web-based roster will be regularly updated;;;;;
MOZ;Mozambique;365;assumption;There is full participation of all Agencies in the procurement initiatives;;;;;
MOZ;Mozambique;365;assumption;UN implementing partners will willingly assist with the identification of capacity development gaps;;;;;
MMR;Myanmar;366;assumption; Security concern will become more and more complex.;Seurity siutation for tranport of supplies to the entire country is become more complex and difficult.;;;;
MMR;Myanmar;366;assumption;Relaxation of COVID-19 related restrictions;The relaxation of COVID-19 related restrictions will allow for a return to office and the intensification of efforts to establish common services identified in the BOS.;;;;
NPL;Nepal;367;assumption;RC and UNCT/HOA’s are committed to bring all agencies together to implement BOS.;;;;;
NPL;Nepal;367;assumption;Resources are available for the implementation of BOS.;;;;;
NPL;Nepal;367;assumption;The Pandemic situation continues in 2022.;;;;;
NER;Niger;368;assumption;Agencies are willing to harmonize systems and contracts;;;;;
NER;Niger;368;assumption;Agency guidelines and policies allow for the use of joint procurement tools based on the mutual reco;;;;;
NER;Niger;368;assumption;All agencies comply and adhere to using LTAs on agreed common services;;;;;
NER;Niger;368;assumption;HACT in Niger will be informed by micro assessments undertaken as scheduled;;;;;
NER;Niger;368;assumption;Implementing a common roster will cut down the lead time for recruiting resources;;;;;
NER;Niger;368;assumption;The USD currency fluctuation impact on cost efficiencies might not be as severe and can be controlle;;;;;
NER;Niger;368;assumption;There is full participation of all Agencies in the procurement initiatives;;;;;
NGA;Nigeria;369;assumption;Agencies can operate optimally with ongoing remodeling works;;;;;
NGA;Nigeria;369;assumption;Agencies conform training to UN Training Plan.;;;;;
NGA;Nigeria;369;assumption;"Agencies have common agenda to move towards sustainable energy
options";;;;;
